RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value
NC_000913.3	2079084	2079248	-	NC_000913.3	4056427	4056712	-	21	552	21300	5030715	8.985253368034293	2.333340149234201e-06
NC_000913.3	2167113	2167165	+	NC_000913.3	376808	377198	+	19	45638	316	5006615	6.596052603842789	0.007930185794900124
NC_000913.3	2172010	2172271	-	NC_000913.3	2001715	2001954	-	25	573	44537	5007453	4.905477732674062	0.006028659151751754
NC_000913.3	2172980	2172995	-	NC_000913.3	4158278	4158298	-	10	375	1963	5050240	68.60573951434878	2.2022338494332794e-08
NC_000913.3	2173307	2173798	-	NC_000913.3	2174606	2175100	-	96	2425	3505	5046562	56.99897960204127	4.081535318006947e-121
NC_000913.3	2174271	2174341	-	NC_000913.3	657521	657549	+	12	2089	1786	5048701	16.23831652708664	0.0005363218923737534
NC_000913.3	2174402	2174874	-	NC_000913.3	2176702	2177197	-	92	4442	6891	5041163	15.15157441947882	1.300556643510148e-65
NC_000913.3	2174664	2175100	-	NC_000913.3	2173304	2173766	-	99	5438	1545	5045506	59.45278925361623	1.5327016373693248e-126
NC_000913.3	2174833	2175270	-	NC_000913.3	2172501	2172998	-	38	8852	1051	5042647	20.59671893830376	1.4667554953931619e-28
NC_000913.3	2239910	2240392	-	NC_000913.3	1770431	1770477	+	20	1220	10154	5041194	8.138913195801058	5.309579763131332e-05
NC_000913.3	2278310	2278491	+	NC_000913.3	1622818	1622844	-	11	14	193227	4859336	19.75940067529752	0.012337228099962828
NC_000913.3	2282520	2282704	+	NC_000913.3	1168167	1168194	+	12	2097	810	5049669	35.67473109733481	6.487001677082256e-08
NC_000913.3	2301325	2301791	-	NC_000913.3	2300107	2300584	-	42	1159	276	5051111	663.1987282890047	2.664064325473283e-93
NC_000913.3	2302051	2302242	-	NC_000913.3	77409	77593	+	20	532	7931	5044105	23.9097222946409	1.3623888874986715e-13
NC_000913.3	2302817	2302842	-	NC_000913.3	77541	77594	+	10	537	6768	5045273	13.881935914876008	0.035249566581513334
NC_000913.3	2312448	2312829	-	NC_000913.3	3184516	3184541	-	18	17450	73	5035047	71.14718844447934	3.2679541218628057e-19
NC_000913.3	2316085	2316356	-	NC_000913.3	1622818	1622868	-	17	8	193221	4859342	53.44192272061525	1.1490426595382144e-11
NC_000913.3	2350914	2351390	-	NC_000913.3	2737205	2737289	+	31	5023	5046	5042488	6.167315169877699	8.921429569905778e-08
NC_000913.3	2356208	2356640	+	NC_000913.3	2354915	2355381	+	94	1272	1586	5049636	235.28683765971115	1.7781663706909534e-174
NC_000913.3	2402402	2402880	-	NC_000913.3	2403836	2404274	-	39	754	1668	5050127	156.60279707268668	8.409404157962412e-63
NC_000913.3	2403005	2403496	-	NC_000913.3	2401903	2402400	-	32	1087	802	5050667	185.3936272474288	6.748210110614073e-53
NC_000913.3	2406531	2406764	-	NC_000913.3	1201220	1201229	-	12	6952	539	5045085	16.156645836491307	0.0006063501743484036
NC_000913.3	2414501	2414984	+	NC_000913.3	2413385	2413796	+	35	963	1829	5049761	100.3457251265665	3.1610878769711142e-49
NC_000913.3	2425657	2426034	-	NC_000913.3	2424430	2424891	-	30	2279	60	5050219	1107.9901272487934	6.058774598854805e-70
NC_000913.3	2454255	2454573	-	NC_000913.3	2942732	2942901	+	34	32	441107	4611415	11.107573530912001	7.2717544810750965e-12
NC_000913.3	2464503	2464800	-	NC_000913.3	4106369	4106388	+	15	75	56736	4995762	17.610554145516076	2.104981832411684e-06
NC_000913.3	2530413	2530418	-	NC_000913.3	4056426	4056476	-	10	30	13797	5038751	121.73542557560822	3.2417636285051333e-10
NC_000913.3	2552616	2552737	+	NC_000913.3	3845732	3845776	-	11	51	36064	5016462	30.00171916592724	1.5897171680884407e-05
NC_000913.3	2590125	2590530	+	NC_000913.3	2167149	2167201	+	27	18	459982	4592561	14.97632842154693	4.645464738628521e-10
NC_000913.3	2709215	2709389	-	NC_000913.3	3845732	3845789	-	19	435	36056	5016078	6.076466110188749	0.026411715919564597
NC_000913.3	2709423	2709487	-	NC_000913.3	2313137	2313176	+	10	171	19189	5033218	15.33900849018337	0.04989173205541296
NC_000913.3	2709561	2709638	-	NC_000913.3	1770453	1770477	+	15	460	10159	5041954	16.183831428118996	2.324385629455786e-06
NC_000913.3	2729217	2729300	-	NC_000913.3	228685	228750	+	11	24	807	5051746	2869.1246385790996	1.3856313660799826e-26
NC_000913.3	2767501	2767515	-	NC_000913.3	4106369	4106386	+	10	38	56741	4995799	23.1699114814406	0.0025193963991880937
NC_000913.3	2804756	2804807	+	NC_000913.3	4056427	4056590	-	25	125	20537	5031901	49.003272142961485	3.646905790527594e-25
NC_000913.3	2810651	2811000	+	NC_000913.3	3845731	3845767	-	18	264	36057	5016249	9.485452957060412	7.886075987922129e-05
NC_000913.3	2814801	2814834	+	NC_000913.3	987545	987563	-	10	13999	197	5038382	18.269550073011015	0.009263282717404354
NC_000913.3	2814801	2814834	+	NC_000913.3	2172808	2172844	-	10	13999	184	5038395	19.560383971525916	0.004928614991625735
NC_000913.3	2814801	2814830	+	NC_000913.3	2753827	2753944	+	12	13997	55	5038524	78.5392817941507	1.9053107167555015e-11
NC_000913.3	2819028	2819301	-	NC_000913.3	3281653	3281676	+	23	921	220	5051424	573.402191294048	2.2370209901565443e-47
NC_000913.3	2819202	2819279	-	NC_000913.3	324603	324604	-	10	84	6967	5045527	86.21472315063531	3.6285248885145915e-09
NC_000913.3	2906929	2906969	-	NC_000913.3	1770469	1770477	+	10	49	10164	5042365	101.24499032198476	1.1157549687316017e-09
NC_000913.3	2907342	2907581	-	NC_000913.3	2001911	2001929	-	22	452	44064	5008050	5.531832017467754	0.00811099497387646
NC_000913.3	2928154	2928230	+	NC_000913.3	4250509	4250534	+	17	620	4963	5046988	27.883367890128888	8.08837331187468e-12
NC_000913.3	2942695	2942849	+	NC_000913.3	437852	438187	-	34	223585	46	4828923	15.963521508695749	9.555191228911161e-18
NC_000913.3	2942695	2942850	+	NC_000913.3	1690919	1691389	+	53	223566	166	4828803	6.89606764461566	5.250287086250835e-17
NC_000913.3	2942695	2942724	+	NC_000913.3	1482937	1483171	+	18	142276	49	4910245	12.67791805636759	5.51245569966834e-06
NC_000913.3	2942696	2942855	+	NC_000913.3	134236	134280	+	21	223598	79	4828890	5.740789216995555	0.03761671586133053
NC_000913.3	2942696	2942846	+	NC_000913.3	3679123	3679206	-	29	223590	88	4828881	7.117204633887513	5.019295692685893e-07
NC_000913.3	2942696	2942784	+	NC_000913.3	3057423	3057599	-	20	142274	91	4910203	7.585120925154944	0.0007970175393129765
NC_000913.3	2942696	2942795	+	NC_000913.3	1105369	1105467	+	33	142261	105	4910189	10.847683181918145	4.93838034988556e-14
NC_000913.3	2942695	2942857	+	NC_000913.3	3126901	3127378	-	71	223548	510	4828459	3.0069480976494236	4.447096789664055e-07
NC_000913.3	2942696	2942851	+	NC_000913.3	950415	950796	-	35	223584	181	4828788	4.176253828143348	0.0006936972872552719
NC_000913.3	2942696	2942859	+	NC_000913.3	2171412	2171796	-	52	223567	205	4828764	5.478703072260654	7.90665502046971e-13
NC_000913.3	2942712	2942831	+	NC_000913.3	2259311	2259324	-	17	158050	12	4894509	43.87148212590952	1.6967725698157956e-11
NC_000913.3	2942696	2942859	+	NC_000913.3	3573915	3574398	-	53	223566	274	4828695	4.177816152659177	8.29467762784992e-09
NC_000913.3	2966310	2966798	-	NC_000913.3	2967808	2968287	-	83	544	733	5051228	1051.4102098547469	4.503668804134406e-205
NC_000913.3	2976354	2976386	-	NC_000913.3	755811	755988	+	13	9701	450	5042424	15.015980483111706	0.0002207832876710912
NC_000913.3	2976362	2976386	-	NC_000913.3	3443843	3444296	-	23	9691	2175	5040699	5.500355324350001	0.002760625638474483
NC_000913.3	2976370	2976385	-	NC_000913.3	1016331	1016496	-	18	9696	397	5042477	23.579430817766916	1.5712953700179297e-11
NC_000913.3	2976153	2976386	-	NC_000913.3	1162503	1162698	+	27	15458	79	5037024	111.36722290371132	2.2014846309147306e-36
NC_000913.3	2979611	2979787	+	NC_000913.3	2167196	2167200	+	17	12	456348	4596211	14.268275343962648	0.0005626079110593431
NC_000913.3	2999823	2999918	-	NC_000913.3	2976102	2976133	-	18	86	19706	5032778	53.454386457671966	3.782240520605936e-17
NC_000913.3	3005474	3005493	-	NC_000913.3	4242531	4242538	-	10	203	12512	5039863	19.84248028296776	0.00419858097138362
NC_000913.3	3034603	3034792	-	NC_000913.3	4056427	4056633	-	23	199	21000	5031366	27.691174443646805	1.5233970068092976e-17
NC_000913.3	3035991	3036322	-	NC_000913.3	3034710	3035175	-	38	650	532	5051368	555.0953846153847	2.0956224654906782e-81
NC_000913.3	3049553	3049605	-	NC_000913.3	3384419	3384448	-	13	11333	303	5040939	19.083906369989332	1.3610686782482465e-05
NC_000913.3	3049402	3049605	-	NC_000913.3	2291240	2291360	+	19	12665	973	5038931	7.7691584344616125	0.00040609600709589716
NC_000913.3	3055792	3056135	+	NC_000913.3	778922	778984	+	12	2637	1930	5048009	11.902383183905403	0.017199896634285106
NC_000913.3	3088301	3088468	+	NC_000913.3	4106364	4106387	+	11	11	56740	4995826	88.04769122312301	4.0194958178711705e-09
NC_000913.3	3092827	3092928	-	NC_000913.3	2167194	2167200	+	13	7	456352	4596216	18.70448626123193	0.019921308668782462
NC_000913.3	3121270	3121576	-	NC_000913.3	4049929	4050009	+	29	379	27465	5024715	13.998793859491116	1.08120349956771e-15
NC_000913.3	3154001	3154177	+	NC_000913.3	1409191	1409249	+	20	136	114033	4938399	6.368640192390129	0.009265544153459504
NC_000913.3	3183699	3183726	+	NC_000913.3	3350681	3350697	+	11	2	292005	4760570	89.66673515864454	2.992671578389924e-05
NC_000913.3	3191852	3191902	-	NC_000913.3	1946019	1946052	-	11	437	618	5051522	205.75245310405606	5.58081924204443e-15
NC_000913.3	3197652	3198064	-	NC_000913.3	3199038	3199484	-	20	78	99	5052391	13085.705775705776	3.090575421075178e-66
NC_000913.3	3204132	3204174	-	NC_000913.3	4242530	4242538	-	10	137	12512	5039929	29.4020164000224	3.605704194330955e-05
NC_000913.3	3234542	3234553	-	NC_000913.3	77565	77594	+	10	10	6768	5045800	745.5378250591017	6.092474347984217e-17
NC_000913.3	3259674	3259785	-	NC_000913.3	1622824	1622848	-	13	26	193225	4859324	12.57426316470436	0.021196845499446136
NC_000913.3	3293415	3293464	+	NC_000913.3	2001913	2002021	-	11	49	49600	5002928	22.64327188940092	0.000320309085909805
NC_000913.3	3305380	3305452	-	NC_000913.3	1622818	1622848	-	14	15	193224	4859335	23.472132516319572	1.1469332264343385e-05
NC_000913.3	3315933	3316286	-	NC_000913.3	2001913	2002372	-	32	686	60515	4991355	3.847523528007537	0.008658202642219242
NC_000913.3	3332005	3332198	-	NC_000913.3	3845732	3845768	-	16	84	36059	5016429	26.498524243996943	6.187461399429474e-10
NC_000913.3	3349131	3349136	+	NC_000913.3	2725589	2725779	-	12	73	4354	5048149	190.59088477922992	3.772996195876867e-16
NC_000913.3	3350624	3350642	+	NC_000913.3	49919	49933	+	10	72668	9	4979901	76.14387809397992	5.536889563505747e-07
NC_000913.3	3350626	3350646	+	NC_000913.3	2989165	2989471	+	18	72660	50	4979860	24.673129644921552	7.925888995035694e-11
NC_000913.3	3350624	3350648	+	NC_000913.3	853208	853463	+	20	72658	143	4979767	9.585605289037808	7.632339574079612e-06
NC_000913.3	3350641	3350653	+	NC_000913.3	2753572	2753735	+	19	72659	135	4979775	9.645841839582463	2.62945914158356e-05
NC_000913.3	3350576	3350654	+	NC_000913.3	3816303	3816376	-	11	74159	28	4978390	26.37301030796763	0.0001392573219604368
NC_000913.3	3350641	3350648	+	NC_000913.3	4010223	4010246	+	10	72668	38	4979872	18.03397137087779	0.026791525625249255
NC_000913.3	3367003	3367320	+	NC_000913.3	2942735	2942895	+	28	64	398297	4654199	5.112295755428738	0.004710873129061842
NC_000913.3	3372329	3372380	-	NC_000913.3	3845731	3845737	-	10	9	36065	5016504	154.5513193770507	5.333415932903801e-10
NC_000913.3	3404857	3404890	-	NC_000913.3	1622823	1622848	-	10	4	193228	4859346	62.87062434015774	0.00010355506490529896
NC_000913.3	3405313	3405783	+	NC_000913.3	3406803	3407218	+	34	621	113	5051820	2447.691847291693	1.3109518597491146e-92
NC_000913.3	3429625	3429841	+	NC_000913.3	2001912	2001928	-	15	93	44071	5008409	18.329693068589467	9.386177224382809e-07
NC_000913.3	3431508	3431544	-	NC_000913.3	1409157	1409199	+	10	80	10705	5041793	58.871940681924336	5.331320788560352e-08
NC_000913.3	3444809	3445298	-	NC_000913.3	3446008	3446490	-	85	2242	1791	5048470	106.86795808759328	3.5473068643384755e-129
NC_000913.3	3446502	3446978	-	NC_000913.3	3447611	3448077	-	49	2893	1702	5047944	50.234561888719604	3.2949553708618073e-57
NC_000913.3	3447008	3447493	-	NC_000913.3	4218799	4218963	+	39	2197	28866	5021486	3.0880206725465187	0.01488857296136113
NC_000913.3	3452102	3452489	-	NC_000913.3	2043154	2043181	+	27	6510	4832	5041219	4.327045026245918	0.013100752351992387
NC_000913.3	3452009	3452497	-	NC_000913.3	3450712	3450999	-	58	7758	932	5043840	40.459788428281705	2.9757570277180613e-63
NC_000913.3	3453052	3453382	-	NC_000913.3	1997036	1997057	+	22	25835	479	5026252	8.935584383470983	9.353346221469527e-07
NC_000913.3	3471007	3471471	-	NC_000913.3	3472115	3472596	-	59	2812	1074	5048643	98.62955549639614	1.4598796984842002e-86
NC_000913.3	3473259	3473680	-	NC_000913.3	3472114	3472559	-	68	3471	1065	5047984	92.85871317407953	3.4924685469437735e-98
NC_000913.3	3478508	3478522	-	NC_000913.3	887976	887977	-	10	148	6781	5045649	50.27609935551242	5.674964238374497e-07
NC_000913.3	3512632	3512883	-	NC_000913.3	2001911	2002300	-	23	50	57593	4994922	39.89485041584915	1.19296335466382e-19
NC_000913.3	3532048	3532078	+	NC_000913.3	4056428	4056549	-	13	10	20549	5032016	318.34253734974936	1.6407369237532169e-18
NC_000913.3	3552751	3553062	+	NC_000913.3	3664904	3664967	+	11	959	3694	5047924	15.67436640201708	0.005153257387530387
NC_000913.3	3578747	3578939	-	NC_000913.3	1405658	1405704	-	23	206	86115	4966244	6.438873058097408	0.0002997028183437927
NC_000913.3	3664863	3664922	+	NC_000913.3	2799121	2799180	+	13	4157	12	5048406	1315.6378397883088	7.421632916562853e-27
NC_000913.3	3664864	3664884	+	NC_000913.3	2303368	2303546	-	22	2696	4436	5045434	9.281320822619357	3.2790987554916396e-07
NC_000913.3	3682814	3683286	-	NC_000913.3	4027234	4027250	-	24	2026	4890	5045648	12.22305852143	5.625126894141226e-11
NC_000913.3	3783893	3784100	-	NC_000913.3	4027234	4027250	-	12	1122	4902	5046552	11.010570824524313	0.04112467865464965
NC_000913.3	3792119	3792578	-	NC_000913.3	3790287	3790495	-	38	2400	340	5049810	235.1627205882353	8.776155136773382e-68
NC_000913.3	3792923	3793195	-	NC_000913.3	2976102	2976343	-	32	531	31084	5020941	9.73427643120482	2.1626864567919955e-13
NC_000913.3	3804511	3804983	-	NC_000913.3	3803252	3803605	-	22	670	248	5051648	668.8508425613866	1.4215963510479636e-46
NC_000913.3	3819727	3819850	-	NC_000913.3	3350677	3350697	+	15	18	292001	4760554	13.586009408643578	0.0018197465947484294
NC_000913.3	3845773	3845790	-	NC_000913.3	1398117	1398185	-	10	3983	94	5048501	134.84172093097794	4.081772722423816e-11
NC_000913.3	3888907	3889018	+	NC_000913.3	2403854	2403878	-	11	11906	315	5040356	14.783506781961343	0.01053750292282214
NC_000913.3	3888944	3889092	+	NC_000913.3	4528107	4528194	+	14	11903	464	5040207	12.776208620255108	0.00032351889285409536
NC_000913.3	3889703	3890194	+	NC_000913.3	461412	461893	+	89	13889	14113	5024497	2.2813518884890795	0.00010731047136194562
NC_000913.3	3893852	3893909	+	NC_000913.3	4049939	4049987	+	12	217	10758	5041601	25.915431491129098	3.2919646835303234e-06
NC_000913.3	3918425	3918485	-	NC_000913.3	2976102	2976102	-	10	108	19714	5032756	23.637817080548135	0.0009698851900493885
NC_000913.3	3919337	3919682	-	NC_000913.3	3918048	3918484	-	24	447	444	5051673	610.8801015780881	1.888631688070148e-50
NC_000913.3	3919503	3919996	-	NC_000913.3	3920804	3921298	-	46	436	651	5051455	818.6661663777675	5.135455418338345e-107
NC_000913.3	3931061	3931078	-	NC_000913.3	1770439	1770476	+	10	226	10164	5042188	21.95057691035165	0.0015646467297317215
NC_000913.3	3936177	3936257	+	NC_000913.3	657531	657549	+	12	2912	1786	5047878	11.647085697057701	0.02186719829167669
NC_000913.3	3948210	3948377	+	NC_000913.3	3845732	3845739	-	16	302	36059	5016211	7.370130152772067	0.0379421595098139
NC_000913.3	3967766	3967878	+	NC_000913.3	4338111	4338117	-	12	406	247	5051923	604.5259966893361	2.2500558928259523e-22
NC_000913.3	3986431	3986581	+	NC_000913.3	3912924	3913297	-	30	11650	425	5040483	30.540669527896995	1.4294257161265652e-26
NC_000913.3	4024911	4025049	-	NC_000913.3	3350667	3350697	+	14	18	292002	4760554	12.680232022763922	0.014381955967301253
NC_000913.3	4027272	4027276	-	NC_000913.3	4368061	4368340	-	22	354	3476	5048736	90.26560823857541	8.682288361815665e-28
NC_000913.3	4031201	4031299	+	NC_000913.3	4049713	4050007	+	15	127	27739	5024707	21.394762994652346	7.887774609161285e-08
NC_000913.3	4049898	4049941	+	NC_000913.3	4031166	4031256	+	16	9342	187	5043043	46.188215602700474	5.273021938316379e-14
NC_000913.3	4049898	4049939	+	NC_000913.3	4160403	4160766	-	26	9332	458	5042772	30.67626441955838	5.551324153238162e-22
NC_000913.3	4049897	4049945	+	NC_000913.3	3274716	3274937	-	39	9319	538	5042692	39.22612993161431	1.0976702345176219e-39
NC_000913.3	4049935	4049945	+	NC_000913.3	574381	574575	-	20	6590	1246	5044732	12.287531329389099	3.143083783754261e-08
NC_000913.3	4098744	4099015	+	NC_000913.3	1622817	1622858	-	27	48	193211	4859302	14.147007028585328	2.889372929231981e-12
NC_000913.3	4104843	4104902	-	NC_000913.3	765084	765148	+	13	56	55822	4996697	20.779397331825137	1.4149267401456708e-05
NC_000913.3	4106329	4106345	+	NC_000913.3	3277620	3277855	+	13	10325	54	5042196	117.56532687651331	4.456894611221916e-15
NC_000913.3	4106329	4106345	+	NC_000913.3	1463704	1463980	+	26	10312	232	5042018	54.79574683662823	4.499153490438391e-28
NC_000913.3	4106325	4106343	+	NC_000913.3	971773	972083	+	19	10319	673	5041577	13.79327290056413	2.253074912683204e-08
NC_000913.3	4106329	4106347	+	NC_000913.3	771290	771380	+	12	10326	474	5041776	12.361020601799071	0.004110231225711249
NC_000913.3	4106329	4106501	+	NC_000913.3	2924159	2924425	-	20	10678	595	5041295	15.869572402851382	3.121797658326212e-10
NC_000913.3	4113649	4113773	+	NC_000913.3	3845732	3845751	-	17	30	36058	5016483	78.83614454489988	1.2926759618599544e-17
NC_000913.3	4116215	4116682	-	NC_000913.3	4117404	4117890	-	82	5060	2365	5045081	34.57007595952168	1.1875835469585728e-85
NC_000913.3	4117301	4117781	-	NC_000913.3	4115641	4116098	-	59	4592	2224	5045713	29.149955329725767	1.901168534621268e-56
NC_000913.3	4117722	4118161	-	NC_000913.3	4116302	4116790	-	96	4897	2967	5044628	33.331336554251145	7.680411832731774e-100
NC_000913.3	4123182	4123326	-	NC_000913.3	1649411	1649439	+	14	253	5364	5046957	52.06529697323394	2.4771068415534337e-12
NC_000913.3	4247927	4248075	+	NC_000913.3	2737413	2737544	+	19	1896	6466	5044207	7.8175824109493215	0.0003443575124106221
NC_000913.3	4287737	4287764	+	NC_000913.3	4400347	4400357	+	10	1317	2040	5049221	18.793533282713238	0.005860831035314926
NC_000913.3	4288814	4289294	+	NC_000913.3	4287690	4288006	+	39	199	550	5051800	1800.093193238922	1.6806297538608048e-102
NC_000913.3	4368431	4368432	-	NC_000913.3	4329405	4329547	+	11	902	443	5051232	139.0527996476353	3.9148358010277755e-13
NC_000913.3	4391207	4391444	-	NC_000913.3	1405657	1405704	-	27	226	86111	4966224	6.890059886688749	1.2719721441506012e-06
NC_000913.3	4404734	4405099	+	NC_000913.3	4400302	4400720	+	18	808	3358	5048404	33.491496588610616	2.9935785738192866e-14
NC_000913.3	4406152	4406284	+	NC_000913.3	4242531	4242538	-	13	402	12509	5039664	13.028556155985601	0.0013455667165805183
NC_000913.3	4425024	4425086	+	NC_000913.3	3257884	3257986	-	13	17264	162	5035149	23.40449297188755	1.3599510802279189e-06
NC_000913.3	4425025	4425320	+	NC_000913.3	1196386	1196426	+	19	23896	300	5028373	13.327068268050441	5.48498105651863e-08
NC_000913.3	4425025	4425483	+	NC_000913.3	4426501	4426616	+	27	26925	76	5025560	66.30998387333236	8.169090649266925e-31
NC_000913.3	4462944	4462960	-	NC_000913.3	1991746	1991751	-	10	1740	1738	5049100	16.696096715738793	0.017912946795562382
NC_000913.3	4463110	4463598	-	NC_000913.3	4464208	4464688	-	76	1501	1712	5049299	149.33452620371466	1.0125476921725431e-125
NC_000913.3	4463318	4463786	-	NC_000913.3	4464704	4465200	-	84	1593	2884	5048027	92.29749693745086	7.525711078636488e-123
